CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Account_Opening_Duration,Product_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total _Amount _Of_Transactions,Number_Of_Transactions,Avg_Utilization_Ratio
720603558,Existing Customer,36,M,4,Graduate,Single,$60K - $80K,Blue,36,3,2," $20,337.00 "," $1,605.00 "," $18,732.00 ",2460,74,0.079
819258408,Existing Customer,47,F,5,Graduate,Single,Less than $40K,Blue,42,4,2," $2,224.00 "," $1,106.00 "," $1,118.00 ",1698,41,0.497
717664008,Attrited Customer,37,M,3,College,Married,$60K - $80K,Blue,19,2,3," $3,100.00 "," $2,517.00 ", $583.00 ,694,12,0.812
717327783,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,27,4,2," $9,959.00 "," $1,476.00 "," $8,483.00 ",2760,44,0.148
718037433,Existing Customer,58,M,1,Graduate,Married,$80K - $120K,Blue,49,6,4," $1,654.00 "," $1,253.00 ", $401.00 ,1887,60,0.758
709839858,Existing Customer,58,F,2,Graduate,Married,Less than $40K,Blue,39,3,4," $4,608.00 "," $1,077.00 "," $3,531.00 ",1535,31,0.234
719686458,Existing Customer,37,M,3,Graduate,Married,$40K - $60K,Blue,36,6,4," $3,908.00 "," $1,629.00 "," $2,279.00 ",1903,30,0.417
721434483,Existing Customer,54,M,3,Graduate,Married,$80K - $120K,Blue,46,4,3," $2,798.00 "," $1,256.00 "," $1,542.00 ",2631,55,0.449
716096358,Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,39,5,4," $2,551.00 "," $2,253.00 ", $298.00 ,3753,63,0.883
711315783,Existing Customer,53,M,3,Graduate,Married,$40K - $60K,Blue,43,6,4," $7,451.00 ", $683.00 ," $6,768.00 ",2165,49,0.092
821296083,Existing Customer,34,F,1,College,Married,Less than $40K,Blue,30,3,3," $2,617.00 "," $1,010.00 "," $1,607.00 ",2003,47,0.386
716447733,Existing Customer,32,M,3,Graduate,Married,$40K - $60K,Blue,18,5,3," $6,407.00 ", $963.00 ," $5,444.00 ",1921,43,0.15
789911808,Existing Customer,37,M,3,Uneducated,Married,$80K - $120K,Blue,28,6,2," $2,672.00 "," $1,259.00 "," $1,413.00 ",2487,52,0.471
717866133,Existing Customer,47,F,2,Graduate,Single,Less than $40K,Blue,36,3,3," $2,677.00 "," $1,390.00 "," $1,287.00 ",2170,63,0.519
789197508,Existing Customer,54,M,3,High School,Married,$60K - $80K,Blue,43,6,3," $2,240.00 "," $1,580.00 ", $660.00 ,1518,36,0.705
713108433,Existing Customer,53,M,3,College,Married,$80K - $120K,Blue,40,4,4," $6,052.00 "," $1,720.00 "," $4,332.00 ",1476,37,0.284
711403383,Existing Customer,33,F,3,College,Single,Less than $40K,Blue,23,6,4," $2,562.00 "," $1,968.00 ", $594.00 ,2256,70,0.768
768212583,Existing Customer,49,M,2,Graduate,Married,$60K - $80K,Blue,43,4,4," $15,377.00 "," $1,516.00 "," $13,861.00 ",1848,49,0.099
771183933,Existing Customer,39,M,1,Uneducated,Married,$80K - $120K,Blue,26,6,2," $16,040.00 "," $1,220.00 "," $14,820.00 ",1923,49,0.076
711327558,Existing Customer,38,M,2,High School,Married,$40K - $60K,Blue,36,3,3," $2,801.00 "," $1,980.00 ", $821.00 ,1600,45,0.707
788971308,Existing Customer,62,F,1,Uneducated,Married,Less than $40K,Blue,49,5,4," $2,658.00 "," $1,158.00 "," $1,500.00 ",1809,41,0.436
711817158,Existing Customer,30,M,2,College,Divorced,$40K - $60K,Blue,22,3,3," $3,143.00 "," $1,075.00 "," $2,068.00 ",2510,57,0.342
765824058,Existing Customer,46,M,4,Doctorate,Married,$80K - $120K,Blue,39,3,3," $5,106.00 "," $1,539.00 "," $3,567.00 ",3784,74,0.301
710109633,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,31,6,3," $9,871.00 "," $1,061.00 "," $8,810.00 ",1683,34,0.107
713643858,Existing Customer,53,F,1,College,Married,$40K - $60K,Blue,43,4,4," $1,525.00 "," $1,411.00 ", $114.00 ,1911,47,0.925
716399583,Existing Customer,34,M,1,Uneducated,Married,$120K +,Blue,36,6,2," $19,630.00 "," $1,251.00 "," $18,379.00 ",2286,39,0.064
714516783,Existing Customer,54,F,0,Graduate,Divorced,Less than $40K,Silver,36,4,3," $12,547.00 "," $1,378.00 "," $11,169.00 ",3360,56,0.11
780662133,Existing Customer,39,M,2,Uneducated,Married,$60K - $80K,Blue,28,6,3," $3,257.00 "," $2,517.00 ", $740.00 ,1534,35,0.773
715389708,Existing Customer,36,F,3,Graduate,Married,Less than $40K,Blue,28,4,3," $4,824.00 "," $2,517.00 "," $2,307.00 ",1516,32,0.522
789607983,Existing Customer,38,M,3,High School,Married,$40K - $60K,Blue,32,6,6," $8,603.00 "," $1,046.00 "," $7,557.00 ",1758,40,0.122
815104608,Existing Customer,28,F,0,Graduate,Divorced,Less than $40K,Blue,23,5,1," $3,818.00 ", $584.00 ," $3,234.00 ",2947,87,0.153
714159858,Existing Customer,57,M,0,Graduate,Married,$40K - $60K,Blue,48,4,2," $5,387.00 "," $2,047.00 "," $3,340.00 ",1546,36,0.38
714225333,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36,5,1," $2,930.00 ", $773.00 ," $2,157.00 ",1545,21,0.264
718468158,Existing Customer,38,M,1,Uneducated,Married,$60K - $80K,Blue,25,6,2," $9,303.00 "," $1,599.00 "," $7,704.00 ",2261,37,0.172
735417408,Existing Customer,37,M,2,High School,Married,$60K - $80K,Blue,30,4,1," $2,218.00 "," $1,266.00 ", $952.00 ,1941,58,0.571
814312308,Existing Customer,54,F,3,Uneducated,Married,$40K - $60K,Blue,49,5,3," $5,335.00 "," $1,373.00 "," $3,962.00 ",1435,29,0.257
711786108,Existing Customer,52,M,1,Graduate,Married,$60K - $80K,Blue,43,3,3," $7,187.00 "," $2,014.00 "," $5,173.00 ",1159,26,0.28
712905708,Existing Customer,53,F,1,Graduate,Married,Less than $40K,Blue,39,5,2," $2,590.00 "," $1,564.00 "," $1,026.00 ",1188,40,0.604
720050208,Existing Customer,27,F,1,High School,Single,Less than $40K,Blue,19,4,1," $4,255.00 "," $1,748.00 "," $2,507.00 ",2236,57,0.411
793952133,Existing Customer,32,F,0,High School,Married,Less than $40K,Blue,26,6,2," $2,778.00 "," $2,312.00 ", $466.00 ,1680,33,0.832
798140283,Existing Customer,57,M,4,Graduate,Married,$120K +,Blue,51,4,3," $10,711.00 "," $1,970.00 "," $8,741.00 ",1180,29,0.184
789970233,Existing Customer,54,F,2,High School,Married,Less than $40K,Blue,45,6,1," $2,513.00 "," $1,126.00 "," $1,387.00 ",1454,30,0.448
713893308,Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Blue,37,4,1," $3,291.00 "," $1,607.00 "," $1,684.00 ",1984,38,0.488
718843608,Existing Customer,36,F,2,Post-Graduate,Divorced,Less than $40K,Blue,25,5,2," $8,917.00 "," $1,091.00 "," $7,826.00 ",3327,80,0.122
752085108,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,29,3,5," $4,955.00 "," $1,157.00 "," $3,798.00 ",1824,38,0.234
789435783,Existing Customer,39,F,1,Graduate,Married,$40K - $60K,Blue,30,6,1," $2,909.00 "," $1,274.00 "," $1,635.00 ",1532,26,0.438
711032058,Existing Customer,34,M,3,High School,Single,$80K - $120K,Silver,21,6,4," $34,516.00 "," $2,517.00 "," $31,999.00 ",2901,75,0.073
804663258,Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,49,3,1," $14,015.00 "," $2,065.00 "," $11,950.00 ",1903,49,0.147
716900433,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,28,6,2," $2,540.00 "," $1,402.00 "," $1,138.00 ",2384,61,0.552
720909408,Existing Customer,37,M,2,High School,Divorced,$120K +,Blue,24,4,2," $3,497.00 "," $1,665.00 "," $1,832.00 ",2337,61,0.476
718428033,Existing Customer,55,F,4,Graduate,Single,Less than $40K,Blue,41,6,2," $4,430.00 "," $1,543.00 "," $2,887.00 ",3395,70,0.348
714985458,Existing Customer,56,M,1,Graduate,Married,$60K - $80K,Blue,36,3,2," $15,124.00 "," $1,974.00 "," $13,150.00 ",1850,44,0.131
716647983,Existing Customer,58,F,2,Graduate,Married,Less than $40K,Blue,53,5,3," $7,712.00 ", $962.00 ," $6,750.00 ",1574,34,0.125
715257708,Existing Customer,38,M,1,High School,Married,$60K - $80K,Blue,32,4,2," $3,657.00 "," $1,687.00 "," $1,970.00 ",2758,55,0.461
709501683,Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,24,5,1," $5,830.00 "," $1,665.00 "," $4,165.00 ",2263,60,0.286
805522758,Existing Customer,44,F,1,Doctorate,Divorced,Less than $40K,Blue,39,5,2," $2,311.00 "," $1,830.00 ", $481.00 ,1701,33,0.792
717495258,Existing Customer,34,M,3,Uneducated,Married,$80K - $120K,Blue,25,6,3," $9,131.00 ", $916.00 ," $8,215.00 ",1893,36,0.1
719320833,Existing Customer,39,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,6,3," $5,471.00 "," $2,056.00 "," $3,415.00 ",1992,46,0.376
816843933,Existing Customer,39,M,2,High School,Married,$80K - $120K,Blue,34,6,3," $8,823.00 "," $1,541.00 "," $7,282.00 ",1961,32,0.175
789196158,Existing Customer,55,M,1,Graduate,Married,$60K - $80K,Blue,44,6,2," $2,173.00 "," $1,520.00 ", $653.00 ,1485,26,0.699
773442258,Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,51,5,2," $8,571.00 "," $1,616.00 "," $6,955.00 ",1397,28,0.189
721491258,Existing Customer,53,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2," $3,924.00 "," $2,517.00 "," $1,407.00 ",1417,30,0.641
770575233,Existing Customer,37,M,2,Graduate,Single,$60K - $80K,Blue,23,6,1," $5,663.00 "," $1,149.00 "," $4,514.00 ",2553,61,0.203
715800708,Existing Customer,60,F,0,Uneducated,Married,Less than $40K,Blue,49,3,1," $3,955.00 "," $2,000.00 "," $1,955.00 ",1560,43,0.506
719889408,Existing Customer,56,F,4,Uneducated,Married,Less than $40K,Blue,36,4,1," $3,652.00 "," $1,351.00 "," $2,301.00 ",1561,39,0.37
708811233,Existing Customer,37,M,2,Graduate,Married,$80K - $120K,Blue,27,4,2," $12,702.00 "," $2,008.00 "," $10,694.00 ",1992,40,0.158
794627208,Existing Customer,43,M,1,High School,Married,$60K - $80K,Blue,23,4,3," $7,189.00 "," $1,550.00 "," $5,639.00 ",1935,52,0.216
719020983,Existing Customer,58,M,1,Graduate,Married,$80K - $120K,Blue,42,4,3," $12,421.00 "," $2,517.00 "," $9,904.00 ",1913,49,0.203
719131533,Existing Customer,29,F,0,Post-Graduate,Divorced,Less than $40K,Blue,17,3,2," $2,585.00 "," $2,008.00 ", $577.00 ,3519,73,0.777
710449983,Existing Customer,38,M,2,High School,Married,$120K +,Blue,29,4,1," $2,818.00 "," $1,656.00 "," $1,162.00 ",2916,45,0.588
720714933,Existing Customer,62,F,1,Graduate,Married,Less than $40K,Blue,49,4,2," $3,143.00 "," $2,517.00 ", $626.00 ,1323,25,0.801
810201783,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,17,5,3," $3,119.00 "," $1,328.00 "," $1,791.00 ",2740,62,0.426
715517733,Attrited Customer,46,F,3,High School,Single,Less than $40K,Silver,39,1,0," $13,092.00 "," $1,962.00 "," $11,130.00 ",936,25,0.15
715023333,Existing Customer,39,M,2,Uneducated,Married,Less than $40K,Blue,34,4,2," $3,702.00 "," $1,118.00 "," $2,584.00 ",2585,64,0.302
714345783,Existing Customer,59,M,2,High School,Married,$40K - $60K,Blue,50,6,3," $2,701.00 "," $1,572.00 "," $1,129.00 ",1469,36,0.582
710782458,Existing Customer,31,M,1,Graduate,Married,$40K - $60K,Blue,20,6,2," $2,469.00 "," $1,695.00 ", $774.00 ,1615,36,0.687
824789283,Existing Customer,36,M,2,High School,Single,$40K - $60K,Blue,32,3,5," $2,683.00 "," $1,533.00 "," $1,150.00 ",2373,73,0.571
721014858,Existing Customer,61,F,0,Graduate,Married,Less than $40K,Blue,53,4,1," $2,942.00 "," $2,022.00 ", $920.00 ,1479,28,0.687
710363433,Existing Customer,26,M,0,High School,Single,Less than $40K,Blue,36,6,3," $2,735.00 "," $1,348.00 "," $1,387.00 ",2441,58,0.493
715479483,Existing Customer,35,M,2,College,Married,$80K - $120K,Blue,36,5,2," $15,279.00 "," $1,496.00 "," $13,783.00 ",2079,57,0.098
708243483,Existing Customer,53,M,3,College,Married,$120K +,Blue,43,4,2," $14,938.00 "," $1,155.00 "," $13,783.00 ",2248,51,0.077
714770808,Existing Customer,59,M,2,High School,Married,Less than $40K,Blue,42,3,3," $4,328.00 ", $670.00 ," $3,658.00 ",1580,54,0.155
720626058,Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,24,4,4," $34,516.00 ", $934.00 ," $33,582.00 ",1768,52,0.027
709185108,Existing Customer,38,M,3,High School,Married,$60K - $80K,Blue,26,5,4," $5,824.00 "," $1,542.00 "," $4,282.00 ",1801,44,0.265
719273733,Existing Customer,37,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3," $7,959.00 ", $998.00 ," $6,961.00 ",1855,29,0.125
717348258,Existing Customer,33,M,1,Graduate,Married,$120K +,Blue,21,4,1," $4,459.00 "," $1,899.00 "," $2,560.00 ",2502,48,0.426
770882508,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,24,4,1," $17,162.00 ", $773.00 ," $16,389.00 ",2457,54,0.045
799026633,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,50,4,3," $16,254.00 "," $1,518.00 "," $14,736.00 ",2502,55,0.093
718777008,Existing Customer,59,M,0,High School,Married,$80K - $120K,Blue,47,5,1," $3,278.00 "," $1,306.00 "," $1,972.00 ",1374,32,0.398
713352183,Existing Customer,30,M,1,Post-Graduate,Married,Less than $40K,Blue,17,5,1," $7,173.00 "," $1,227.00 "," $5,946.00 ",1793,33,0.171
716128083,Existing Customer,56,M,2,High School,Married,$40K - $60K,Blue,36,5,2," $3,295.00 "," $2,002.00 "," $1,293.00 ",1191,34,0.608
757881258,Existing Customer,31,M,0,Graduate,Divorced,$60K - $80K,Blue,24,6,2," $4,232.00 "," $2,092.00 "," $2,140.00 ",2565,69,0.494
715843533,Existing Customer,26,M,1,College,Single,$40K - $60K,Blue,36,3,4," $2,703.00 "," $1,256.00 "," $1,447.00 ",2111,29,0.465
717234183,Existing Customer,29,M,1,Graduate,Married,Less than $40K,Blue,18,4,1," $2,710.00 ", $629.00 ," $2,081.00 ",1718,37,0.232
717260058,Existing Customer,53,F,2,Uneducated,Married,Less than $40K,Blue,42,6,1," $2,322.00 "," $1,284.00 "," $1,038.00 ",1573,27,0.553
713331408,Existing Customer,35,M,3,Uneducated,Married,$40K - $60K,Blue,36,6,2," $8,682.00 "," $1,647.00 "," $7,035.00 ",1792,36,0.19
711173883,Existing Customer,36,M,4,Graduate,Divorced,$120K +,Blue,29,3,2," $1,651.00 ", $770.00 , $881.00 ,2516,54,0.466
789261558,Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,47,3,1," $2,212.00 "," $1,392.00 ", $820.00 ,1387,34,0.629
770647233,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,21,5,6," $2,157.00 "," $1,188.00 ", $969.00 ,2111,59,0.551
712826208,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,26,5,1," $2,575.00 "," $1,424.00 "," $1,151.00 ",1487,33,0.553
718181433,Existing Customer,65,F,0,Uneducated,Single,Less than $40K,Blue,56,6,1," $8,705.00 "," $1,453.00 "," $7,252.00 ",2688,88,0.167
714460683,Existing Customer,65,M,0,High School,Married,Less than $40K,Blue,56,3,3," $3,838.00 "," $1,736.00 "," $2,102.00 ",1467,29,0.452
710787708,Existing Customer,56,F,1,Uneducated,Married,$40K - $60K,Blue,40,4,2," $5,366.00 "," $1,271.00 "," $4,095.00 ",1748,38,0.237
713800158,Existing Customer,58,M,0,High School,Married,$80K - $120K,Blue,36,6,3," $2,994.00 "," $2,351.00 ", $643.00 ,1540,32,0.785
715379133,Existing Customer,51,F,1,College,Single,Less than $40K,Blue,36,4,4," $1,737.00 "," $1,145.00 ", $592.00 ,1954,42,0.659
712091433,Existing Customer,58,M,4,Uneducated,Single,$40K - $60K,Silver,50,5,2," $18,431.00 ", $902.00 ," $17,529.00 ",2950,61,0.049
771756333,Existing Customer,34,F,3,Graduate,Married,Less than $40K,Blue,23,5,3," $2,263.00 "," $1,794.00 ", $469.00 ,2154,37,0.793
789413958,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,43,4,2," $11,909.00 "," $1,018.00 "," $10,891.00 ",1938,53,0.085
714138408,Existing Customer,49,M,3,High School,Married,$60K - $80K,Blue,39,4,1," $9,264.00 ", $629.00 ," $8,635.00 ",4107,79,0.068
709334658,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,26,4,2," $5,484.00 "," $2,517.00 "," $2,967.00 ",2025,51,0.459
712933083,Existing Customer,37,M,1,Uneducated,Single,$80K - $120K,Blue,36,6,1," $3,127.00 "," $2,378.00 ", $749.00 ,2292,49,0.76
710497608,Existing Customer,38,M,2,Uneducated,Single,$40K - $60K,Blue,36,5,1," $7,756.00 "," $1,670.00 "," $6,086.00 ",1858,51,0.215
721443408,Existing Customer,46,M,2,Uneducated,Single,$120K +,Blue,33,6,2," $34,516.00 ", $676.00 ," $33,840.00 ",3508,58,0.02
709149408,Existing Customer,36,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3," $5,605.00 "," $1,322.00 "," $4,283.00 ",2338,41,0.236
708446808,Existing Customer,33,M,1,Post-Graduate,Married,$80K - $120K,Blue,36,4,3," $2,946.00 "," $1,359.00 "," $1,587.00 ",2017,48,0.461
711625683,Existing Customer,46,M,4,Doctorate,Married,$120K +,Blue,36,3,2," $3,104.00 ", $862.00 ," $2,242.00 ",2781,74,0.278
717301908,Existing Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,46,3,3," $3,312.00 "," $1,624.00 "," $1,688.00 ",1973,55,0.49
798962058,Existing Customer,36,F,5,Graduate,Married,Less than $40K,Blue,30,3,3," $3,103.00 "," $2,399.00 ", $704.00 ,1836,48,0.773
787868958,Existing Customer,36,M,2,High School,Single,$80K - $120K,Blue,27,5,3," $14,690.00 ", $979.00 ," $13,711.00 ",2746,68,0.067
708161133,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,32,5,1," $6,629.00 "," $1,389.00 "," $5,240.00 ",3891,69,0.21
708174708,Existing Customer,38,M,4,Graduate,Married,$40K - $60K,Blue,27,6,2," $5,535.00 "," $1,276.00 "," $4,259.00 ",1764,38,0.231
708735183,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,22,4,3," $2,544.00 "," $1,848.00 ", $696.00 ,2289,49,0.726
708445608,Existing Customer,48,M,3,College,Married,Less than $40K,Blue,37,4,3," $3,305.00 "," $2,517.00 ", $788.00 ,2027,57,0.762
778943883,Existing Customer,51,M,2,Uneducated,Single,$120K +,Blue,36,5,2," $34,516.00 ", $888.00 ," $33,628.00 ",1959,42,0.026
714531108,Existing Customer,31,M,1,College,Married,$80K - $120K,Blue,36,4,3," $4,260.00 "," $1,775.00 "," $2,485.00 ",2109,52,0.417
711635358,Existing Customer,40,F,4,College,Single,Less than $40K,Blue,26,6,1," $7,291.00 "," $2,517.00 "," $4,774.00 ",2198,56,0.345
813200058,Existing Customer,63,M,0,Graduate,Married,$40K - $60K,Blue,56,4,2," $6,500.00 "," $1,786.00 "," $4,714.00 ",1497,27,0.275
788684508,Existing Customer,36,M,4,Uneducated,Married,$80K - $120K,Blue,25,4,3," $5,846.00 "," $1,732.00 "," $4,114.00 ",2056,41,0.296
737933883,Existing Customer,34,M,1,High School,Married,$60K - $80K,Blue,27,3,1," $8,063.00 "," $2,149.00 "," $5,914.00 ",2042,49,0.267
774437583,Existing Customer,55,M,1,Doctorate,Married,$60K - $80K,Blue,49,6,2," $4,597.00 "," $2,442.00 "," $2,155.00 ",1504,38,0.531
715462008,Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,35,6,3," $17,884.00 "," $2,096.00 "," $15,788.00 ",2031,49,0.117
715366083,Attrited Customer,52,F,0,Doctorate,Single,Less than $40K,Blue,36,2,2," $1,438.30 ", $978.00 , $460.30 ,947,33,0.68
712322058,Existing Customer,40,F,3,High School,Married,Less than $40K,Blue,32,5,1," $2,046.00 "," $1,694.00 ", $352.00 ,3432,49,0.828
789530208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,46,6,2," $2,737.00 "," $2,517.00 ", $220.00 ,1619,37,0.92
717885183,Existing Customer,36,M,1,Graduate,Single,Less than $40K,Blue,25,6,1," $2,622.00 "," $2,489.00 ", $133.00 ,2717,79,0.949
716244033,Attrited Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,33,2,3," $7,266.00 ", $906.00 ," $6,360.00 ",1741,27,0.125
711614658,Existing Customer,37,F,2,Uneducated,Single,Less than $40K,Blue,30,6,3," $2,258.00 "," $1,338.00 ", $920.00 ,2511,55,0.593
804598908,Existing Customer,35,M,3,Graduate,Single,$80K - $120K,Blue,25,3,2," $6,510.00 "," $2,055.00 "," $4,455.00 ",2238,49,0.316
714038433,Existing Customer,37,F,5,High School,Single,$40K - $60K,Blue,19,4,1," $3,252.00 "," $1,987.00 "," $1,265.00 ",2953,72,0.611
719729433,Existing Customer,65,F,1,Graduate,Married,Less than $40K,Blue,56,4,2," $7,023.00 "," $1,726.00 "," $5,297.00 ",2535,51,0.246
717192933,Existing Customer,55,M,0,Graduate,Married,$120K +,Blue,42,3,2," $8,302.00 "," $2,517.00 "," $5,785.00 ",1576,34,0.303
711734508,Existing Customer,55,M,2,Graduate,Married,$80K - $120K,Blue,47,3,3," $9,959.00 "," $1,209.00 "," $8,750.00 ",1584,28,0.121
715153158,Existing Customer,41,M,4,Uneducated,Single,$40K - $60K,Blue,36,4,3," $3,636.00 "," $1,884.00 "," $1,752.00 ",4254,79,0.518
712149033,Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,46,5,1," $5,184.00 "," $1,856.00 "," $3,328.00 ",1834,55,0.358
757753083,Existing Customer,44,F,0,Graduate,Married,Less than $40K,Silver,36,5,3," $10,110.00 "," $1,229.00 "," $8,881.00 ",4063,74,0.122
797753283,Existing Customer,34,F,1,High School,Married,Less than $40K,Blue,28,4,3," $2,707.00 "," $2,036.00 ", $671.00 ,1926,33,0.752
780865308,Existing Customer,40,M,4,Uneducated,Married,$80K - $120K,Blue,23,6,3," $9,760.00 "," $1,657.00 "," $8,103.00 ",4542,86,0.17
714321408,Existing Customer,65,M,1,High School,Married,$40K - $60K,Blue,56,6,2," $2,246.00 "," $1,326.00 ", $920.00 ,1429,32,0.59
708185208,Existing Customer,27,M,0,Graduate,Single,$40K - $60K,Blue,16,4,1," $3,178.00 "," $1,118.00 "," $2,060.00 ",2010,31,0.352
713237958,Existing Customer,34,M,0,Graduate,Married,$40K - $60K,Blue,17,4,1," $2,638.00 "," $2,092.00 ", $546.00 ,1868,43,0.793
769196433,Existing Customer,55,F,2,Post-Graduate,Married,Less than $40K,Blue,49,4,1," $2,414.00 "," $2,276.00 ", $138.00 ,2000,62,0.943
778942233,Existing Customer,60,F,0,Doctorate,Married,Less than $40K,Blue,45,5,2," $1,438.30 ", $648.00 , $790.30 ,1267,27,0.451
708651933,Existing Customer,56,M,2,Graduate,Married,$60K - $80K,Blue,44,3,1," $2,043.00 "," $1,928.00 ", $115.00 ,2311,57,0.944
720467583,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,46,3,3," $34,516.00 "," $2,517.00 "," $31,999.00 ",3072,67,0.073
716549058,Existing Customer,45,F,4,Uneducated,Married,$40K - $60K,Blue,36,3,1," $3,111.00 "," $2,290.00 ", $821.00 ,1998,41,0.736
713533983,Existing Customer,56,M,1,Graduate,Married,$120K +,Blue,48,6,3," $2,585.00 "," $1,207.00 "," $1,378.00 ",1590,33,0.467
787463508,Attrited Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,5,2," $2,469.00 "," $2,410.00 ", $59.00 ,1027,20,0.976
708980283,Existing Customer,34,M,3,High School,Married,$80K - $120K,Blue,23,5,1," $4,185.00 "," $2,517.00 "," $1,668.00 ",2179,55,0.601
719484408,Existing Customer,39,M,3,Uneducated,Married,$60K - $80K,Blue,36,6,2," $4,759.00 "," $1,459.00 "," $3,300.00 ",2903,57,0.307
710023233,Existing Customer,36,M,3,Graduate,Single,$120K +,Blue,36,6,2," $24,457.00 "," $1,300.00 "," $23,157.00 ",2739,65,0.053
778381608,Attrited Customer,48,M,4,Doctorate,Single,$80K - $120K,Blue,28,3,3," $6,572.00 ", $417.00 ," $6,155.00 ",1766,46,0.063
